"id","name","image_url","is_closed","url","review_count","categories","rating","coordinates__latitude","coordinates__longitude","transactions__001","transactions__002","transactions__003","price","location__address1","location__address2","location__address3","location__city","location__zip_code","location__country","location__state","location__display_address__001","location__display_address__002","location__display_address__003","phone","display_phone","distance"
"cafe-bionda-chicago-6","Cafe Bionda","https://s3-media3.fl.yelpcdn.com/bphoto/ECjdfXfwpej5a1Tgy-s6NA/o.jpg","False","https://www.yelp.com/biz/cafe-bionda-chicago-6?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","349","italian,pizza,","3.5","41.8563207","-87.6272949","","","","$$","1924 S State St","","","Chicago","60616","US","IL","1924 S State St","Chicago, IL 60616","","+13123269800","(312) 326-9800","1177.510684239042"
"southtown-sub-chicago","Southtown Sub","https://s3-media2.fl.yelpcdn.com/bphoto/kAswITdJM5ZoPJYwvOlV4g/o.jpg","False","https://www.yelp.com/biz/southtown-sub-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","24","sandwiches,","4","41.8311963","-87.6202198","pickup","","","$","240 E 35th St","","","Chicago","60616","US","IL","240 E 35th St","Chicago, IL 60616","","+13123261890","(312) 326-1890","1866.853895866628"
"saints-alp-teahouse-and-gourmet-chicago","Saint's Alp Teahouse & Gourmet","https://s3-media2.fl.yelpcdn.com/bphoto/Vq5pA6t-VEVvdq5W-uekcA/o.jpg","False","https://www.yelp.com/biz/saints-alp-teahouse-and-gourmet-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","98","coffee,chinese,taiwanese,","3.5","41.85377","-87.63462","delivery","pickup","","$","2157 S China Pl","","","Chicago","60616","US","IL","2157 S China Pl","Chicago, IL 60616","","+13128428882","(312) 842-8882","937.0267323590999"
"moon-palace-restaurant-chicago","Moon Palace Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/eLnGghFlUjoPXtMUd5gbXQ/o.jpg","False","https://www.yelp.com/biz/moon-palace-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","204","shanghainese,cantonese,","3.5","41.853212","-87.63252","delivery","pickup","","$$","216 W Cermak Rd","","","Chicago","60616","US","IL","216 W Cermak Rd","Chicago, IL 60616","","+13122254081","(312) 225-4081","844.48092996351"
"hogsalt-chicago","Hogsalt","","False","https://www.yelp.com/biz/hogsalt-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","3","newamerican,","4.5","41.85","-87.65","","","","$$$","","","","Chicago","","US","IL","Chicago, IL","","","","","1599.9831948859758"
"bridgeport-restaurant-chicago","Bridgeport Restaurant","https://s3-media1.fl.yelpcdn.com/bphoto/n0BwYrJPeE2SGlOn-FWd_A/o.jpg","False","https://www.yelp.com/biz/bridgeport-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","103","italian,seafood,","3.5","41.83058","-87.64651","pickup","delivery","","$","3500 S Halsted St","","","Chicago","60609","US","IL","3500 S Halsted St","Chicago, IL 60609","","+17732472826","(773) 247-2826","2077.5220003376717"
"gios-authentic-mexican-food-chicago","Gio's Authentic Mexican Food","https://s3-media2.fl.yelpcdn.com/bphoto/KbCWuY7FQtohUYbHcuitZQ/o.jpg","False","https://www.yelp.com/biz/gios-authentic-mexican-food-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","35","mexican,","3.5","41.837913","-87.638053","delivery","pickup","","$$","451 W 31st St","","","Chicago","60616","US","IL","451 W 31st St","Chicago, IL 60616","","+13123441870","(312) 344-1870","1013.3005709177919"
"jamaica-jerk-villa-bar-and-grill-chicago-2","Jamaica Jerk Villa Bar & Grill","https://s3-media3.fl.yelpcdn.com/bphoto/mclu5AIGV4_WgBgU5RXsAw/o.jpg","False","https://www.yelp.com/biz/jamaica-jerk-villa-bar-and-grill-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","50","caribbean,bars,","2.5","41.8524","-87.62429","delivery","pickup","","$$","2216 S Michigan Ave","","null","Chicago","60616","US","IL","2216 S Michigan Ave","Chicago, IL 60616","","+13122250932","(312) 225-0932","977.859566829434"
"la-vaca-margarita-bar-chicago","La Vaca Margarita Bar","https://s3-media4.fl.yelpcdn.com/bphoto/tu9f8ZS66XAus0lGRF3tLQ/o.jpg","False","https://www.yelp.com/biz/la-vaca-margarita-bar-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","385","mexican,bars,","3","41.8579816","-87.6557881","delivery","pickup","","$$","1160 W 18th St","","","Chicago","60608","US","IL","1160 W 18th St","Chicago, IL 60608","","+13128291147","(312) 829-1147","2428.595850111264"
"my-place-chicago-3","My Place","https://s3-media3.fl.yelpcdn.com/bphoto/H51jfBFVseaEd6P9qMfxrw/o.jpg","False","https://www.yelp.com/biz/my-place-chicago-3?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","129","chinese,","3.5","41.854736328125","-87.6322708129883","delivery","pickup","","$$","2022 S Archer Ave","","","Chicago","60616","US","IL","2022 S Archer Ave","Chicago, IL 60616","","+13122258282","(312) 225-8282","1003.819888466608"
"phils-pizza-chicago","Phil's Pizza","https://s3-media2.fl.yelpcdn.com/bphoto/jgHn7pBSKcM41NyfQ5flCQ/o.jpg","False","https://www.yelp.com/biz/phils-pizza-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","274","pizza,","4","41.8309","-87.65363","","","","$$","1102 W 35th St","","","Chicago","60609","US","IL","1102 W 35th St","Chicago, IL 60609","","+17735230947","(773) 523-0947","2465.681071816102"
"giordanos-chicago-22","Giordano's","https://s3-media4.fl.yelpcdn.com/bphoto/uQrubRFKZm9ieC3v18Sr2w/o.jpg","False","https://www.yelp.com/biz/giordanos-chicago-22?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","331","pizza,salad,italian,","3.5","41.8645637950545","-87.6242894379799","","","","$$","1340 S Michigan","South Loop","","Chicago","60605","US","IL","1340 S Michigan","South Loop","Chicago, IL 60605","+13128421100","(312) 842-1100","2188.3481454809057"
"decolores-galeria-y-sabores-chicago","Decolores Galeria Y Sabores","https://s3-media3.fl.yelpcdn.com/bphoto/yLuax2NytpgyfrpRyelxiw/o.jpg","False","https://www.yelp.com/biz/decolores-galeria-y-sabores-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","272","mexican,","3.5","41.859099","-87.6467928","","","","$$","1626 S Halsted St","null","","Chicago","60608","US","IL","1626 S Halsted St","Chicago, IL 60608","","+13122269886","(312) 226-9886","1955.1499910506698"
"kentones-drive-in-chicago-2","Kentone's Drive-In","https://s3-media2.fl.yelpcdn.com/bphoto/DmYvm1ZoeRnSnKg_G91Oqg/o.jpg","False","https://www.yelp.com/biz/kentones-drive-in-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","41","diners,burgers,sandwiches,","4","41.8574333190918","-87.640869140625","","","","$","551 W 18th St","","","Chicago","60616","US","IL","551 W 18th St","Chicago, IL 60616","","+13122264004","(312) 226-4004","1523.4679826860638"
"punkys-pizza-and-pasta-chicago","Punky's Pizza & Pasta","https://s3-media2.fl.yelpcdn.com/bphoto/LqYQMxGyZKtOEYtMN0i8Cg/o.jpg","False","https://www.yelp.com/biz/punkys-pizza-and-pasta-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","114","pizza,","4","41.84526","-87.64192","delivery","pickup","","$","2600 S Wallace St","","","Chicago","60616","US","IL","2600 S Wallace St","Chicago, IL 60616","","+13128422100","(312) 842-2100","855.3269186953879"
"ma-gong-la-po-chicago","Ma Gong La Po","https://s3-media1.fl.yelpcdn.com/bphoto/9sATaTwMmVPd9pB7Wlg53g/o.jpg","False","https://www.yelp.com/biz/ma-gong-la-po-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","52","szechuan,","3","41.8524929297065","-87.6317862947896","","","","$$","2215 S Wentworth Ave","null","","Chicago","60616","US","IL","2215 S Wentworth Ave","Chicago, IL 60616","","+13122650264","(312) 265-0264","761.1653741843439"
"sweet-station-chicago","Sweet Station","https://s3-media2.fl.yelpcdn.com/bphoto/q7cCJSCI-XczOpmF9j-x3w/o.jpg","False","https://www.yelp.com/biz/sweet-station-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","253","chinese,","3","41.8545124110803","-87.6326755325063","delivery","pickup","","$","2101 S China Pl","","","Chicago","60616","US","IL","2101 S China Pl","Chicago, IL 60616","","+13128422228","(312) 842-2228","989.65208920418"
"lao-hunan-chicago","Lao Hunan","https://s3-media2.fl.yelpcdn.com/bphoto/ctMTU-NpDQKIR_hKyIHCzA/o.jpg","False","https://www.yelp.com/biz/lao-hunan-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","133","chinese,","3.5","41.85194","-87.63229","delivery","pickup","","$$","2230 S Wentworth Ave","","","Chicago","60616","US","IL","2230 S Wentworth Ave","Chicago, IL 60616","","+13128427888","(312) 842-7888","701.2935965769419"
"mccormick-market-chicago","McCormick Market","https://s3-media3.fl.yelpcdn.com/bphoto/wWWl_YJHzRxpFZEAr_I69g/o.jpg","False","https://www.yelp.com/biz/mccormick-market-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","12","convenience,grocery,delis,","3.5","41.8530722434602","-87.6241497687172","delivery","pickup","","$$$","80 E Cermak Rd","","","Chicago","60616","US","IL","80 E Cermak Rd","Chicago, IL 60616","","+13122852665","(312) 285-2665","1029.9871955288158"
"connies-pizza-chicago","Connie's Pizza","https://s3-media3.fl.yelpcdn.com/bphoto/M3u3OifBx-QHh-aLmXndlg/o.jpg","False","https://www.yelp.com/biz/connies-pizza-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","476","pizza,venues,italian,","3.5","41.849488","-87.641036","delivery","pickup","","$$","2373 S Archer Ave","","","Chicago","60616","US","IL","2373 S Archer Ave","Chicago, IL 60616","","+13123263443","(312) 326-3443","891.4360143743719"
"northern-city-chicago","Northern City","https://s3-media2.fl.yelpcdn.com/bphoto/oZl9xAXAALIlqKz2g0wM0A/o.jpg","False","https://www.yelp.com/biz/northern-city-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","74","chinese,","3.5","41.8382949829102","-87.6455841064453","delivery","pickup","","$$","742 W 31st St","","","Chicago","60616","US","IL","742 W 31st St","Chicago, IL 60616","","+13128429677","(312) 842-9677","1419.487125321198"
"may-st-café-chicago-3","May St. Café","https://s3-media2.fl.yelpcdn.com/bphoto/enspWhaJ-nBO_3SwECZMZA/o.jpg","False","https://www.yelp.com/biz/may-st-caf%C3%A9-chicago-3?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","185","mexican,bars,","3.5","41.8527336120605","-87.6549987792969","","","","$$","1146 W Cermak Rd","","","Chicago","60608","US","IL","1146 W Cermak Rd","Chicago, IL 60608","","+13124214442","(312) 421-4442","2081.7621504836297"
"steak-n-egger-chicago","Steak 'n' Egger","https://s3-media3.fl.yelpcdn.com/bphoto/H_QHr_c9JsfFvIAFQlE9FA/o.jpg","False","https://www.yelp.com/biz/steak-n-egger-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","104","diners,tradamerican,breakfast_brunch,","3.5","41.8526449","-87.65566","","","","$","1174 W Cermak Rd","","","Chicago","60608","US","IL","1174 W Cermak Rd","Chicago, IL 60608","","+13122265444","(312) 226-5444","2153.433269400292"
"buffalo-wings-and-rings-chicago","Buffalo Wings & Rings","https://s3-media4.fl.yelpcdn.com/bphoto/9XB0ZPgWMeUd6u3Ocpn0bQ/o.jpg","False","https://www.yelp.com/biz/buffalo-wings-and-rings-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","287","chicken_wings,newamerican,sandwiches,","3","41.8315201098061","-87.6465009499906","delivery","pickup","","$$","3434 S Halsted St","","","Chicago","60608","US","IL","3434 S Halsted St","Chicago, IL 60608","","+17735799464","(773) 579-9464","1998.6490744602997"
"gourmet-food-chicago","Gourmet Food","https://s3-media2.fl.yelpcdn.com/bphoto/YktlkFtSEHOHH4Cthybw5w/o.jpg","False","https://www.yelp.com/biz/gourmet-food-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","74","chinese,seafood,","3.5","41.85113","-87.63251","pickup","","","$","210 W 23rd St","","","Chicago","60616","US","IL","210 W 23rd St","Chicago, IL 60616","","+13128423366","(312) 842-3366","613.022805528522"
"shabu-shabu-chicago","Shabu Shabu","https://s3-media2.fl.yelpcdn.com/bphoto/eoZEq3-aaGxMvt4nkHx5YA/o.jpg","False","https://www.yelp.com/biz/shabu-shabu-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","19","asianfusion,","3.5","41.85343","-87.63308","","","","$$","2131 S Archer Ave","","","Chicago","60616","US","IL","2131 S Archer Ave","Chicago, IL 60616","","","","881.046098275368"
"tasty-place-chicago-2","Tasty place","https://s3-media3.fl.yelpcdn.com/bphoto/Ew8THc9clyoctmerzvaIPw/o.jpg","False","https://www.yelp.com/biz/tasty-place-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","61","bakeries,chinese,","3.5","41.850663733621","-87.6321720881968","","","","$","2306 South Wentworth Ave","","","Chicago","60616","US","IL","2306 South Wentworth Ave","Chicago, IL 60616","","+13128428802","(312) 842-8802","559.686117828498"
"impallaria-bakery-and-deli-chicago","Impallaria Bakery & Deli","https://s3-media1.fl.yelpcdn.com/bphoto/buBv3yUJTElTZ7ljWrB87w/o.jpg","False","https://www.yelp.com/biz/impallaria-bakery-and-deli-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","40","bakeries,delis,","4","41.84016","-87.6418","","","","$","2952 S Wallace St","","","Chicago","60616","US","IL","2952 S Wallace St","Chicago, IL 60616","","+13128422146","(312) 842-2146","1041.52305263553"
"weather-mark-tavern-chicago-3","Weather Mark Tavern","https://s3-media1.fl.yelpcdn.com/bphoto/Ot-CM_xBv8im2ehBQ5kMGA/o.jpg","False","https://www.yelp.com/biz/weather-mark-tavern-chicago-3?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","307","pubs,tradamerican,breakfast_brunch,","3.5","41.861839","-87.623558","delivery","pickup","","$$","1503 S Michigan Ave","","","Chicago","60605","US","IL","1503 S Michigan Ave","Chicago, IL 60605","","+13125880230","(312) 588-0230","1926.566925118684"
"harolds-chicken-shack-chicago-51","Harold's Chicken Shack","https://s3-media3.fl.yelpcdn.com/bphoto/ZSiSoL0iv_DL0_h8jHBhow/o.jpg","False","https://www.yelp.com/biz/harolds-chicken-shack-chicago-51?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","11","chickenshop,","2.5","41.8531484769648","-87.623882038623","","","","$","2132 Michigan Ave","","","Chicago","60616","US","IL","2132 Michigan Ave","Chicago, IL 60616","","+13123265575","(312) 326-5575","1050.1216315316801"
"tacos-erendira-chicago-2","Tacos Erendira","https://s3-media4.fl.yelpcdn.com/bphoto/R9YAg_lcFDT6wX_NNZHVmg/o.jpg","False","https://www.yelp.com/biz/tacos-erendira-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","116","mexican,","3.5","41.83589","-87.64587","pickup","","","$","3207 S Halsted St","null","","Chicago","60608","US","IL","3207 S Halsted St","Chicago, IL 60608","","+13125670202","(312) 567-0202","1604.5816232228958"
"lee-wing-wah-restaurant-chicago","Lee Wing Wah Restaurant","https://s3-media1.fl.yelpcdn.com/bphoto/_2NHDREjTYZ2ZNhh8-IXoA/o.jpg","False","https://www.yelp.com/biz/lee-wing-wah-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","181","chinese,","3.5","41.8539237976074","-87.63427734375","","","","$$","2147 S China Pl","","Chinatown Square","Chicago","60616","US","IL","2147 S China Pl","Chinatown Square","Chicago, IL 60616","+13128081628","(312) 808-1628","948.045433367636"
"happy-cafe-chicago","Happy Cafe","https://s3-media1.fl.yelpcdn.com/bphoto/eX6AtNjhkwcoxsMiBEg9iQ/o.jpg","False","https://www.yelp.com/biz/happy-cafe-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","47","chinese,","3.5","41.8497182","-87.6317558","delivery","pickup","","$","2351 S Wentworth Ave","","","Chicago","60616","US","IL","2351 S Wentworth Ave","Chicago, IL 60616","","+13128421818","(312) 842-1818","438.97136261664593"
"china-cafe-chicago","China Cafe","https://s3-media2.fl.yelpcdn.com/bphoto/It2ck_xUlzpU3PMogOFJjA/o.jpg","False","https://www.yelp.com/biz/china-cafe-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","104","chinese,","3","41.8508418649435","-87.6320359110832","delivery","pickup","","$","2300 S Wentworth Ave","","","Chicago","60616","US","IL","2300 S Wentworth Ave","Chicago, IL 60616","","+13128080202","(312) 808-0202","593.502222495868"
"new-chinatown-restaurant-chicago-2","New Chinatown Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/R2K_KfI_OHjgecBmmNFQpA/o.jpg","False","https://www.yelp.com/biz/new-chinatown-restaurant-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","41","chinese,","3.5","41.852611541748","-87.6323699951172","delivery","pickup","","$","207 W Cermak Rd","","","Chicago","60616","US","IL","207 W Cermak Rd","Chicago, IL 60616","","+13122253333","(312) 225-3333","777.20061247581"
"chicago-waffles-chicago","Chicago Waffles","https://s3-media2.fl.yelpcdn.com/bphoto/BTJH5Ebz_Htn-6COnM4aDg/o.jpg","False","https://www.yelp.com/biz/chicago-waffles-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","771","breakfast_brunch,tradamerican,sandwiches,","3","41.8636916138122","-87.6242473934512","pickup","","","$$","1400 S Michigan Ave","","","Chicago","60605","US","IL","1400 S Michigan Ave","Chicago, IL 60605","","+13128548572","(312) 854-8572","2096.3191190573857"
"no-18-karaoke-chicago-3","No.18 Karaoke","https://s3-media3.fl.yelpcdn.com/bphoto/7-s6ko0y7SnKVIwhLhqUQQ/o.jpg","False","https://www.yelp.com/biz/no-18-karaoke-chicago-3?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","57","bars,karaoke,asianfusion,","3.5","41.852646","-87.631648","","","","$$","2201 S Wentworth Ave","Fl 2","","Chicago","60616","US","IL","2201 S Wentworth Ave","Fl 2","Chicago, IL 60616","+13126009184","(312) 600-9184","780.118011796826"
"sakura-karaoke-bar-chicago","Sakura Karaoke Bar","https://s3-media1.fl.yelpcdn.com/bphoto/8AIx5y8YMoHP4dzwNVKhww/o.jpg","False","https://www.yelp.com/biz/sakura-karaoke-bar-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","84","japanese,karaoke,lounges,","3.5","41.853136","-87.63316","restaurant_reservation","","","$$","234 W Cermak Rd","null","","Chicago","60616","US","IL","234 W Cermak Rd","Chicago, IL 60616","","+13123269168","(312) 326-9168","842.615525944902"
"colossal-crab-and-millers-pizza-chicago","Colossal Crab & Millers Pizza","https://s3-media4.fl.yelpcdn.com/bphoto/7fhn8iU06z_0AOsLcA9dog/o.jpg","False","https://www.yelp.com/biz/colossal-crab-and-millers-pizza-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","51","pizza,","3.5","41.83086","-87.62733","pickup","","","$","17 W 35th St","","","Chicago","60609","US","IL","17 W 35th St","Chicago, IL 60609","","+17738552029","(773) 855-2029","1689.893873621606"
"mala-temptation-chicago-6","Mala Temptation","https://s3-media3.fl.yelpcdn.com/bphoto/55wN3Lr-bH61E0W9_w_O9A/o.jpg","False","https://www.yelp.com/biz/mala-temptation-chicago-6?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","51","szechuan,","3","41.85505","-87.63219","pickup","","","$$","2002 S Wentworth Ave","","","Chicago","60616","US","IL","2002 S Wentworth Ave","Chicago, IL 60616","","+13122257818","(312) 225-7818","1045.8171204995078"
"overflow-coffee-bar-chicago","Overflow Coffee Bar","https://s3-media2.fl.yelpcdn.com/bphoto/lnTe3icoRJqBhrryN96xCg/o.jpg","False","https://www.yelp.com/biz/overflow-coffee-bar-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","223","coffee,sandwiches,","4","41.8604469634764","-87.6275077856833","","","","$","1550 S State St","null","","Chicago","60605","US","IL","1550 S State St","Chicago, IL 60605","","+13127722356","(312) 772-2356","1679.7799754260018"
"home-plate-club-chicago","Home Plate Club","https://s3-media3.fl.yelpcdn.com/bphoto/lbEM0Q5aKMAbqEh16ToL_A/o.jpg","False","https://www.yelp.com/biz/home-plate-club-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","1","buffets,","5","41.830715","-87.633628","","","","","241 W 35th St","","","Chicago","60616","US","IL","241 W 35th St","Chicago, IL 60616","","","","1668.5612320070597"
"windy-city-ribs-chicago","Windy City Ribs","https://s3-media1.fl.yelpcdn.com/bphoto/_zWq1ZMiEBlHu20kI63ZPQ/o.jpg","False","https://www.yelp.com/biz/windy-city-ribs-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","19","bbq,tradamerican,whiskeybars,","3","41.85265","-87.62438","delivery","pickup","","$$","67 E Cermak Rd","null","","Chicago","60616","US","IL","67 E Cermak Rd","Chicago, IL 60616","","+13127945901","(312) 794-5901","978.961311820196"
"great-wall-chinese-restaurant-chicago-3","Great Wall Chinese Restaurant","https://s3-media3.fl.yelpcdn.com/bphoto/PExnzNZkjtb1glQYJ-ZQ6w/o.jpg","False","https://www.yelp.com/biz/great-wall-chinese-restaurant-chicago-3?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","116","chinese,bbq,","3","41.8544399","-87.63322","","","","$","2127 S China Pl","","","Chicago","60616","US","IL","2127 S China Pl","Chicago, IL 60616","","+13128089686","(312) 808-9686","985.9056871451659"
"bridgeport-coffee-chicago-4","Bridgeport Coffee","https://s3-media2.fl.yelpcdn.com/bphoto/jEpnVHfGpOKuhAvt4j_CcQ/o.jpg","False","https://www.yelp.com/biz/bridgeport-coffee-chicago-4?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","360","coffee,sandwiches,","4","41.8378601074219","-87.6508483886719","","","","$","3101 S Morgan St","null","","Chicago","60608","US","IL","3101 S Morgan St","Chicago, IL 60608","","+17732479950","(773) 247-9950","1816.26686276074"
